"","region","site","lat","long","elev","canopy","MAT","MAP","species","temprange_pos","pptrange_pos"
"160","RP","RP-7-6",48.620417,-120.413754,1411,"open",4.9,722,"MAHNER",-1.27023319615912,-1.00716582774049
"161","RP","RP-7-6",48.620417,-120.413754,1411,"open",4.9,722,"RUBURS",-1.67971298108284,-0.973677162642996
"162","RP","RP-7-6",48.620417,-120.413754,1411,"open",4.9,722,"SAMCER",-1.02409638554217,-0.543797341916151
"163","RP","RP-7-6",48.620417,-120.413754,1411,"open",4.9,722,"SORSIT",0.0192687747035581,-1.04910026701753
"164","RP","RP-7-6",48.620417,-120.413754,1411,"open",4.9,722,"VACPAR",-1.24352147674831,-1.0368297581993
"165","RP","RP-7-6",48.620417,-120.413754,1411,"open",4.9,722,"ERILAN",-0.622047244094488,-0.71063829787234
"166","RP","RP-7-6",48.620417,-120.413754,1411,"open",4.9,722,"MAIDIL",-0.726130653266332,-0.996291136881893
"167","RP","RP-7-6",48.620417,-120.413754,1411,"open",4.9,722,"TOLMEN",-1.2848751835536,-1.24507837456355
"168","RP","RP-7-6",48.620417,-120.413754,1411,"open",4.9,722,"CARSTI",-0.990998146677257,-0.643094132145227
"169","RP","RP-8-1",48.597275,-120.519379,908,"closed",5.6,571,"ABIGRA",-1.17720465890183,-1.02327121369785
"170","RP","RP-8-1",48.597275,-120.519379,908,"closed",5.6,571,"PICSIT",-0.859848484848485,-1.00573682323413
"171","RP","RP-8-1",48.597275,-120.519379,908,"closed",5.6,571,"PINPON",-0.807101727447217,-0.731540541919681
"172","RP","RP-8-1",48.597275,-120.519379,908,"closed",5.6,571,"MAHNER",-1.07818930041152,-1.11273070469799
"173","RP","RP-8-1",48.597275,-120.519379,908,"closed",5.6,571,"RUBURS",-1.49706457925636,-1.08922217546008
"174","RP","RP-8-1",48.597275,-120.519379,908,"closed",5.6,571,"SAMCER",-0.855421686746988,-0.711384256818623
"175","RP","RP-8-1",48.597275,-120.519379,908,"closed",5.6,571,"SORSIT",0.157608695652175,-1.14259510080879
"176","RP","RP-8-1",48.597275,-120.519379,908,"closed",5.6,571,"VACPAR",-1.04472843450479,-1.12944080712676
"177","RP","RP-8-1",48.597275,-120.519379,908,"closed",5.6,571,"ERILAN",-0.511811023622047,-0.833614985238725
"178","RP","RP-8-1",48.597275,-120.519379,908,"closed",5.6,571,"MAIDIL",-0.550251256281407,-1.10347550641953
"179","RP","RP-8-1",48.597275,-120.519379,908,"closed",5.6,571,"TOLMEN",-1.07929515418502,-1.35725429017161
"180","RP","RP-8-1",48.597275,-120.519379,908,"closed",5.6,571,"CARSTI",-0.842732327243844,-0.833949505482352
"181","RP","RP-8-2",48.597325,-120.519601,904,"open",5.6,571,"ABIGRA",-1.17720465890183,-1.02327121369785
"182","RP","RP-8-2",48.597325,-120.519601,904,"open",5.6,571,"PICSIT",-0.859848484848485,-1.00573682323413
"183","RP","RP-8-2",48.597325,-120.519601,904,"open",5.6,571,"PINPON",-0.807101727447217,-0.731540541919681
"184","RP","RP-8-2",48.597325,-120.519601,904,"open",5.6,571,"MAHNER",-1.07818930041152,-1.11273070469799
"185","RP","RP-8-2",48.597325,-120.519601,904,"open",5.6,571,"RUBURS",-1.49706457925636,-1.08922217546008
"186","RP","RP-8-2",48.597325,-120.519601,904,"open",5.6,571,"SAMCER",-0.855421686746988,-0.711384256818623
"187","RP","RP-8-2",48.597325,-120.519601,904,"open",5.6,571,"SORSIT",0.157608695652175,-1.14259510080879
"188","RP","RP-8-2",48.597325,-120.519601,904,"open",5.6,571,"VACPAR",-1.04472843450479,-1.12944080712676
"189","RP","RP-8-2",48.597325,-120.519601,904,"open",5.6,571,"ERILAN",-0.511811023622047,-0.833614985238725
"190","RP","RP-8-2",48.597325,-120.519601,904,"open",5.6,571,"MAIDIL",-0.550251256281407,-1.10347550641953
"191","RP","RP-8-2",48.597325,-120.519601,904,"open",5.6,571,"TOLMEN",-1.07929515418502,-1.35725429017161
"192","RP","RP-8-2",48.597325,-120.519601,904,"open",5.6,571,"CARSTI",-0.842732327243844,-0.833949505482352
"193","RP","RP-9-5",48.507712,-120.733813,1495,"closed",2.7,1390,"ABIGRA",-2.14226289517471,0.216346608646297
"194","RP","RP-9-5",48.507712,-120.733813,1495,"closed",2.7,1390,"PICSIT",-1.73863636363636,-0.418429544639656
"195","RP","RP-9-5",48.507712,-120.733813,1495,"closed",2.7,1390,"PINPON",-1.3637236084453,0.104301678828393
"196","RP","RP-9-5",48.507712,-120.733813,1495,"closed",2.7,1390,"MAHNER",-1.87379972565158,-0.540163590604027
"197","RP","RP-9-5",48.507712,-120.733813,1495,"closed",2.7,1390,"RUBURS",-2.25375081539465,-0.462524390710487
"198","RP","RP-9-5",48.507712,-120.733813,1495,"closed",2.7,1390,"SAMCER",-1.55421686746988,0.197580533281541
"199","RP","RP-9-5",48.507712,-120.733813,1495,"closed",2.7,1390,"SORSIT",-0.415513833992094,-0.63549398243102
"200","RP","RP-9-5",48.507712,-120.733813,1495,"closed",2.7,1390,"VACPAR",-1.86829960951367,-0.627133197381131
"201","RP","RP-9-5",48.507712,-120.733813,1495,"closed",2.7,1390,"ERILAN",-0.968503937007874,-0.166608978927008
"202","RP","RP-9-5",48.507712,-120.733813,1495,"closed",2.7,1390,"MAIDIL",-1.27889447236181,-0.522124521973683
"203","RP","RP-9-5",48.507712,-120.733813,1495,"closed",2.7,1390,"TOLMEN",-1.93098384728341,-0.748829953198128
"204","RP","RP-9-5",48.507712,-120.733813,1495,"closed",2.7,1390,"CARSTI",-1.45697643632513,0.20121970486934
"205","RP","RP-9-6",48.507858,-120.734086,1507,"open",2.7,1392,"ABIGRA",-2.14226289517471,0.219373758395611
"206","RP","RP-9-6",48.507858,-120.734086,1507,"open",2.7,1392,"PICSIT",-1.73863636363636,-0.416995338831122
"207","RP","RP-9-6",48.507858,-120.734086,1507,"open",2.7,1392,"PINPON",-1.3637236084453,0.106342807572589
"208","RP","RP-9-6",48.507858,-120.734086,1507,"open",2.7,1392,"MAHNER",-1.87379972565158,-0.538765380313199
"209","RP","RP-9-6",48.507858,-120.734086,1507,"open",2.7,1392,"RUBURS",-2.25375081539465,-0.460993993189731
"210","RP","RP-9-6",48.507858,-120.734086,1507,"open",2.7,1392,"SAMCER",-1.55421686746988,0.199800227518659
"211","RP","RP-9-6",48.507858,-120.734086,1507,"open",2.7,1392,"SORSIT",-0.415513833992094,-0.634255640261599
"212","RP","RP-9-6",48.507858,-120.734086,1507,"open",2.7,1392,"VACPAR",-1.86829960951367,-0.625906560971496
"213","RP","RP-9-6",48.507858,-120.734086,1507,"open",2.7,1392,"ERILAN",-0.968503937007874,-0.164980148630764
"214","RP","RP-9-6",48.507858,-120.734086,1507,"open",2.7,1392,"MAIDIL",-1.27889447236181,-0.520704861450005
"215","RP","RP-9-6",48.507858,-120.734086,1507,"open",2.7,1392,"TOLMEN",-1.93098384728341,-0.747344179481465
"216","RP","RP-9-6",48.507858,-120.734086,1507,"open",2.7,1392,"CARSTI",-1.45697643632513,0.203747590608905
"217","RP","RP-10-5",48.508804,-120.740287,1628,"closed",2.5,1415,"ABIGRA",-2.20881863560732,0.254185980512724
"218","RP","RP-10-5",48.508804,-120.740287,1628,"closed",2.5,1415,"PICSIT",-1.79924242424242,-0.400501972032987
"219","RP","RP-10-5",48.508804,-120.740287,1628,"closed",2.5,1415,"PINPON",-1.4021113243762,0.129815788130838
"220","RP","RP-10-5",48.508804,-120.740287,1628,"closed",2.5,1415,"MAHNER",-1.92866941015089,-0.52268596196868
"221","RP","RP-10-5",48.508804,-120.740287,1628,"closed",2.5,1415,"RUBURS",-2.30593607305936,-0.443394421701037
"222","RP","RP-10-5",48.508804,-120.740287,1628,"closed",2.5,1415,"SAMCER",-1.60240963855422,0.225326711245526
"223","RP","RP-10-5",48.508804,-120.740287,1628,"closed",2.5,1415,"SORSIT",-0.455039525691699,-0.620014705313262
"224","RP","RP-10-5",48.508804,-120.740287,1628,"closed",2.5,1415,"VACPAR",-1.92509762158324,-0.611800242260691
"225","RP","RP-10-5",48.508804,-120.740287,1628,"closed",2.5,1415,"ERILAN",-1,-0.146248600223964
"226","RP","RP-10-5",48.508804,-120.740287,1628,"closed",2.5,1415,"MAIDIL",-1.32914572864322,-0.504378765427717
